"REF_DATE","GEO","DGUID","Household type including census family structure (11)","Household size (7)","Number of earners in household (6)","Ages of household members (18)","Household total income groups (22)","Year (2)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Cowansville (CA), Que.","2021S0504437","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","30.1.1.1.13.1.1","6980","","","","0"
"2021","Cowansville (CA), Que.","2021S0504437","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","30.1.1.1.13.1.2","5990","","","","0"
"2021","Cowansville (CA), Que.","2021S0504437","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","30.1.1.1.13.22.1","58800","","","","0"
"2021","Cowansville (CA), Que.","2021S0504437","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","30.1.1.1.13.22.2","53600","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","31.1.1.1.1.1.1","6965","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","31.1.1.1.1.1.2","6905","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","31.1.1.1.1.22.1","63600","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","31.1.1.1.1.22.2","58000","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","31.1.1.1.7.1.1","6965","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","31.1.1.1.7.1.2","6905","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","31.1.1.1.7.22.1","63600","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","31.1.1.1.7.22.2","58000","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","31.1.1.1.13.1.1","6965","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","31.1.1.1.13.1.2","6905","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","31.1.1.1.13.22.1","63600","","","","0"
"2021","Dolbeau-Mistassini (CA), Que.","2021S0504411","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","31.1.1.1.13.22.2","58000","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","32.1.1.1.1.1.1","45700","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","32.1.1.1.1.1.2","42685","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","32.1.1.1.1.22.1","64000","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","32.1.1.1.1.22.2","56800","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","32.1.1.1.7.1.1","45700","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","32.1.1.1.7.1.2","42685","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","32.1.1.1.7.22.1","64000","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","32.1.1.1.7.22.2","56800","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","32.1.1.1.13.1.1","45700","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","32.1.1.1.13.1.2","42685","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","32.1.1.1.13.22.1","64000","","","","0"
"2021","Drummondville (CMA), Que.","2021S0503447","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","32.1.1.1.13.22.2","56800","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","33.1.1.1.1.1.1","41095","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","33.1.1.1.1.1.2","37775","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","33.1.1.1.1.22.1","68500","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","33.1.1.1.1.22.2","60800","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","33.1.1.1.7.1.1","41095","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","33.1.1.1.7.1.2","37775","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","33.1.1.1.7.22.1","68500","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","33.1.1.1.7.22.2","60800","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","33.1.1.1.13.1.1","41095","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","33.1.1.1.13.1.2","37775","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","33.1.1.1.13.22.1","68500","","","","0"
"2021","Granby (CA), Que.","2021S0504450","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","33.1.1.1.13.22.2","60800","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","34.1.1.1.1.1.1","24565","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","34.1.1.1.1.1.2","22475","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","34.1.1.1.1.22.1","61600","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","34.1.1.1.1.22.2","55200","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","34.1.1.1.7.1.1","24565","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","34.1.1.1.7.1.2","22475","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","34.1.1.1.7.22.1","61600","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","34.1.1.1.7.22.2","55200","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","34.1.1.1.13.1.1","24565","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","34.1.1.1.13.1.2","22475","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","34.1.1.1.13.22.1","61600","","","","0"
"2021","Joliette (CA), Que.","2021S0504456","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","34.1.1.1.13.22.2","55200","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","35.1.1.1.1.1.1","6530","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","35.1.1.1.1.1.2","5985","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","35.1.1.1.1.22.1","56400","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","35.1.1.1.1.22.2","48400","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","35.1.1.1.7.1.1","6530","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","35.1.1.1.7.1.2","5985","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","35.1.1.1.7.22.1","56400","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","35.1.1.1.7.22.2","48400","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","35.1.1.1.13.1.1","6530","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","35.1.1.1.13.1.2","5985","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","35.1.1.1.13.22.1","56400","","","","0"
"2021","Lachute (CA), Que.","2021S0504468","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","35.1.1.1.13.22.2","48400","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","36.1.1.1.1.1.1","9170","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","36.1.1.1.1.1.2","9005","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","36.1.1.1.1.22.1","56800","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","36.1.1.1.1.22.2","52400","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","36.1.1.1.7.1.1","9170","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","36.1.1.1.7.1.2","9005","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","36.1.1.1.7.22.1","56800","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","36.1.1.1.7.22.2","52400","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","36.1.1.1.13.1.1","9170","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","36.1.1.1.13.1.2","9005","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","36.1.1.1.13.22.1","56800","","","","0"
"2021","Matane (CA), Que.","2021S0504403","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","36.1.1.1.13.22.2","52400","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","37.1.1.1.1.1.1","1835700","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","37.1.1.1.1.1.2","1729340","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","37.1.1.1.1.22.1","76000","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","37.1.1.1.1.22.2","67000","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","37.1.1.1.7.1.1","1835700","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","37.1.1.1.7.1.2","1729340","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","37.1.1.1.7.22.1","76000","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","37.1.1.1.7.22.2","67000","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","37.1.1.1.13.1.1","1835700","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","37.1.1.1.13.1.2","1729340","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","37.1.1.1.13.22.1","76000","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","37.1.1.1.13.22.2","67000","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","38.1.1.1.1.1.1","387955","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","38.1.1.1.1.1.2","364480","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","38.1.1.1.1.22.1","76500","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","38.1.1.1.1.22.2","71000","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","38.1.1.1.7.1.1","387955","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","38.1.1.1.7.1.2","364480","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","38.1.1.1.7.22.1","76500","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","38.1.1.1.7.22.2","71000","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","38.1.1.1.13.1.1","387955","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","38.1.1.1.13.1.2","364480","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","38.1.1.1.13.22.1","76500","","","","0"
"2021","Québec (CMA), Que.","2021S0503421","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","38.1.1.1.13.22.2","71000","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","39.1.1.1.1.1.1","25620","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","39.1.1.1.1.1.2","24640","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","39.1.1.1.1.22.1","67000","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","39.1.1.1.1.22.2","62400","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","39.1.1.1.7.1.1","25620","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","39.1.1.1.7.1.2","24640","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","39.1.1.1.7.22.1","67000","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","39.1.1.1.7.22.2","62400","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","39.1.1.1.13.1.1","25620","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","39.1.1.1.13.1.2","24640","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","39.1.1.1.13.22.1","67000","","","","0"
"2021","Rimouski (CA), Que.","2021S0504404","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","39.1.1.1.13.22.2","62400","","","","0"
"2021","Rivière-du-Loup (CA), Que.","2021S0504405","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","40.1.1.1.1.1.1","13735","","","","0"
"2021","Rivière-du-Loup (CA), Que.","2021S0504405","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","40.1.1.1.1.1.2","12910","","","","0"
"2021","Rivière-du-Loup (CA), Que.","2021S0504405","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","40.1.1.1.1.22.1","67000","","","","0"
